product_name,brands,categories,energy_100g,saturated_fat_100g,sugars_100g,salt_100g,proteins_100g,fiber_100g,fvl_percent,nutri_score_value,nutri_score_label,green_score_value,green_score_label,url
Medjool Dates,Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Dates, Medjool dates",901,0.3,46.4,0.02,2,6.3,100,7,C,51,C,https://world.openfoodfacts.org/product/01587173
Purée de Pomme Poire Williams SSA,Andros,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Fruits, Compotes, Compotes de pomme, Compotes pommes poires",222,0,11,0,0.4,2.1,100,-2,A,89,A,https://world.openfoodfacts.org/product/3608580787235
Abricots secs dénoyautés,Jama Fruits,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Abricots, Abricots secs",1105,0,28.8,1.5,2.3,0,2.9296875,18,D,44,D,https://world.openfoodfacts.org/product/8718734820413
Ananas Scheiben,"Freshona, Lidl","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Konserven, Konserven-Produkte auf pflanzlicher Basis, Fruchtbasierte Lebensmittel, Früchte, Dosenfrüchte, Tropische Früchte, Ananas, Dosenfrüchte im Saft, Dosenananas, Ananas im Saft",238,0,13,0.01,0.5,0,100,-2,A,85,A,https://world.openfoodfacts.org/product/20829520
Aprikosen,Seeberger,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Getrocknete Produkte, Fruchtbasierte Lebensmittel, Getrocknete Produkte auf pflanzlicher Basis, Früchte, Dörrobst, Aprikosen, Getrocknete Aprikosen",1169,0.1,49,0.03,4.8,0,75,15,D,44,D,https://world.openfoodfacts.org/product/4008258359013
Dattes denoyautées moelleuses,"Alesto, Lidl","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Dattes, Dattes Deglet Nour, Dattes dénoyautées",1172,0.1,60,0,2,8.2,66.66666667,11,D,49,C,https://world.openfoodfacts.org/product/4056489194477
Dattes Deglet Nour Branchées,Les Jardins de Laylah,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Dattes, Dattes Deglet Nour",1272,0.1,63,0.01,2.2,7.5,100,8,C,52,C,https://world.openfoodfacts.org/product/26087276
Abricots moelleux,"Intermarché, Paquito","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Abricots, Abricots secs, Aliments-a-base-de-plantes-seches",844,0.1,29,0.03,2.1,6.2,66.66666667,5,C,57,C,https://world.openfoodfacts.org/product/3250391435401
Marmelade Feige,Zuegg,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Frühstücke, Brotaufstriche, Fruchtbasierte Lebensmittel, Pflanzliche Brotaufstriche, Süße Brotaufstriche, Konfitüren und Marmeladen, Früchte, Konfitüren, Feigen, Feigenkonfitüren",1008,0,56,0.03,0.5,1.9,71.875,16,D,81,A,https://world.openfoodfacts.org/product/80298403
Brioche tranchée,Les Pâtissades,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Snacks,Snacks sucrés,Fruits et produits dérivés,Fruits,en:Sweet pastries and pies,Viennoiseries,Brioches,Brioches pur beurre,Brioches tranchées,Brioches tranchées pur beurre",1486,8.4,12,1.1,7.1,2.4,0,20,E,50,C,https://world.openfoodfacts.org/product/26073521
Blanc de Poulet,Fleury Michon,"Meats and their products,Meats,Chicken and its products,Poultries,Chickens,Charcuterie-de-volaille,Viande",418,0.4,0.5,1.475,21,0,2.0625,1,B,22,E,https://world.openfoodfacts.org/product/3302740059193
HERTA Blanc Poulet Nature conservation sans nitrite x4 -140g,Herta,"Meats and their products, Meats, Prepared meats, fr:Charcuteries cuites, Poultry hams, en:chickens, Préparations de viande, Préparations au poulet, Blancs de poulet en tranches",446.3,0.7,0,1.5,21,0,0.039477539,1,B,19,E,https://world.openfoodfacts.org/product/3154230800965
Rôti de Poulet - 100% filet,Fleury Michon,"Viandes et dérivés, Viandes, Charcuteries, Poulet et dérivés, Volailles, Poulets, Charcuteries cuites, Blancs de volaille en tranches, Filets de poulet, Blancs de poulet en tranches",460,0.7,0.5,2.25,22,0,0.205078125,12,D,19,E,https://world.openfoodfacts.org/product/3302740039362
Aiguillettes de Poulet Rôti,Fleury Michon,"Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet",498,0.2,2,1.5,24,0,2.734375,1,B,22,E,https://world.openfoodfacts.org/product/3302740021244
Lightly Salted Corn Cakes,Rivercote,"Meats and their products, Meats, Chicken and its products, Meat preparations, Poultries, Breaded products, Chickens, Cooked poultries, Chicken preparations, Cooked chicken, Poultry nuggets, Breaded chicken, Chicken nuggets",1607,0.2,0.5,0.31,7,1.7,0,3,C,36,D,https://world.openfoodfacts.org/product/20226909
Panés de poulet x2,Le gaulois,"Viandes et dérivés, Préparations de viande, Viandes, Poulet et dérivés, Volailles, Préparations au poulet, Produits panés, Poulets, Volailles cuites, Poulets panés, Poulets cuisinés",916,2.2,1.7,1.2,12,2,0,5,C,35,D,https://world.openfoodfacts.org/product/3266980138721
Filet de poulet rôti,Fleury Michon,"Viandes et dérivés,Viandes,Charcuteries,Poulet et dérivés,Volailles,Poulets,Charcuteries cuites,Blancs de volaille en tranches,Filets de poulet,Blancs de poulet en tranches",469,0.6,0.5,1.5,23,0,8.042279412,1,B,19,E,https://world.openfoodfacts.org/product/3302740057670
Emincés de Poulet - Rôtis au Four,Fleury Michon,"Meats and their products,Meats,Chicken and its products,Poultries,Chickens,fr:Emincés de poulet",699,2,0.8,1.77,22,0,1.80625,11,D,26,E,https://world.openfoodfacts.org/product/3095758913013
Blanc de Poulet  - 25% de sel*,Fleury Michon,"Viandes et dérivés, Viandes, Charcuteries, Poulet et dérivés, Volailles, Poulets, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches",431,0.5,0.5,1.3775,21,0,2.12625,0,A,24,E,https://world.openfoodfacts.org/product/3095757047108
Blanc de Poulet - Rôti à la Broche,Fleury Michon,"Meats and their products, Meats, Prepared meats, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, fr:Blancs de poulet rôti à la broche, en:chickens",440,0.5,0.5,1.8,21,0,1.408300781,2,B,19,E,https://world.openfoodfacts.org/product/3095756196012
Cordons bleus de poulet,"Les Volailles du Chef, Toque du Chef","viandes-et-dérivés, viandes, poulet-et-dérivés, préparations-de-viande, volailles, produits-panés, poulets, préparations-au-poulet, cordons-bleus, en:chicken-cordons-bleus",954,2.9,2,11.2,12,2,0,24,E,38,D,https://world.openfoodfacts.org/product/4056489039556
Blanc de Poulet Nature Sans Nitrite,Fleury Michon,"Meats and their products, Meats, Prepared meats, Chicken and its products, Poultries, Chickens, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices",418,0.4,0.5,1.5,21,0,0.278645833,1,B,19,E,https://world.openfoodfacts.org/product/3302740059186
Blanc de Poulet - Doré au Four,Fleury Michon,"Viandes et dérivés, Viandes, Charcuteries, Poulet et dérivés, Volailles, Poulets, Charcuteries cuites, Blancs de volaille en tranches, Blancs de poulet en tranches, Blancs de poulet doré au four",418,0.4,0.5,0.00375,21,0,1.306091309,-6,A,19,E,https://world.openfoodfacts.org/product/3302740046926
Nuggets de poulet bio,Nature de France,"Viandes et dérivés, Viandes, Poulet et dérivés, Préparations de viande, Volailles, Produits panés, Poulets, Volailles cuites, Préparations au poulet, Poulets cuisinés, Nuggets de volaille, Poulets panés, Nuggets de poulet",875,1.4,1.1,1,11,2.1,0.052490234,3,C,50,C,https://world.openfoodfacts.org/product/3422210436245
Chicken Dippers,Birds Eye,"Meats and their products,Meat preparations,Meats,Chicken and its products,Poultries,Chicken preparations,Breaded products,Chickens,Poultry nuggets,Breaded chicken,Chicken nuggets",1084,1.5,0.7,0.935,13,1,0,3,C,40,D,https://world.openfoodfacts.org/product/5000116123902
Nuggets de poulet panés,Picard,"Frozen foods, Meats and their products, Meat preparations, Chicken and its products, Breaded products, Chicken preparations, Breaded chicken, Poultry nuggets, Chicken nuggets, en:cooked-chicken",728,0.9,1,0.57,16,0.5,0.030184659,-2,A,30,D,https://world.openfoodfacts.org/product/3270160339945
Piratki Filet z Kurczaka,Pikok,"Produkty na bazie mięsa, Mięsa, en:Chicken and its products, Mięso drobiowe, Kurczaki",435,0.3,1.6,1.87,22,0,0,3,C,22,E,https://world.openfoodfacts.org/product/20690069
Émincé de poulet rôti,Fleury Michon,"Meats and their products, Meals, Meats, Prepared meats, Chicken and its products, Poultries, Meals with meat, Chickens, Cooked poultries, fr:Charcuteries cuites, Cooked chicken, Poultry hams, Roast chicken, fr:Emince-de-poulet, en:meals-with-chicken",689,2,0.8,1.1,22,0,4.1015625,1,B,26,E,https://world.openfoodfacts.org/product/3302740021220
Blanc de poulet 100% filet,Fleury Michon,"Meats and their products, Prepared meats, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, en:chickens",418,0.4,0.5,1.5,21,0,0.650173611,1,B,19,E,https://world.openfoodfacts.org/product/3302740057113
Coq ailes Nature 250g,Maître CoQ,"Viandes et dérivés, Plats préparés, Viandes, Poulet et dérivés, Volailles, Poulets, Volailles cuites, Poulets cuisinés, Ailes de poulet",828,2.8,0,1.08,20,0,0,2,B,36,D,https://world.openfoodfacts.org/product/3230890016752
Crousti Tenders aiguillettes,Père Dodu,"Viandes et dérivés,Préparations de viande,Viandes,Poulet et dérivés,Volailles,Préparations au poulet,Produits panés,Poulets,Volailles cuites,Poulets cuisinés,Nuggets de volaille,Poulets panés,Nuggets de poulet,Nuggets",875,0.9,1.1,1.1,17,1.3,0.010661765,1,B,20,E,https://world.openfoodfacts.org/product/3596690289032
Filets de poulet,Plukon,"Viandes et dérivés,Viandes,Poulet et dérivés,Volailles,Poulets,Filets de poulet",464,0.6,0.5,0.2,23,0,0,-6,A,35,D,https://world.openfoodfacts.org/product/5413458017578
Blanc de poulet -25% sel,"Lidl, Saint Alby","Meats and their products, Prepared meats, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, Reconstituted chicken breast slices, en:chickens",456,0.6,0.8,1.28,21,0,0.13734375,0,A,22,E,https://world.openfoodfacts.org/product/4056489276739
2 Panés façon milanaise,Le gaulois,"Meats and their products, Meat preparations, Meats, Chicken and its products, Poultries, Breaded products, Chickens, Breaded meat cutlets, en:breaded-chicken",1021,2.6,1.4,1.1,14,3,0.00378418,5,C,40,D,https://world.openfoodfacts.org/product/3266980781583
Frankfurt original,Campofrío,"Productos a base de carne, Carnes, Embutidos, Salchichas, Pollo y sus productos, Preparados de carne, Aves, Pollo, en:Chicken preparations, Salchichas alemanas, Salchichas de aves, Salchicha de pollo, Salchichas Frankfurt",828,5,1.3,2,13,0,0,15,D,20,E,https://world.openfoodfacts.org/product/8410320127356
Nuggets de poulet 100% filet,"L'Atelier Père Dodu, Père Dodu","Meats and their products, Frozen foods, Meat preparations, Meats, Chicken and its products, Poultries, Chicken preparations, Breaded products, Chickens, Cooked poultries, Breaded chicken, Poultry nuggets, Chicken nuggets, fr:Nuggets, en:cooked-chicken",926,1,0.7,0.5,16,1.2,0,-2,A,29,E,https://world.openfoodfacts.org/product/3596690773104
Bâtonnets de poulet panés,Picard,"Meats and their products, Meat preparations, Chicken and its products, Chicken preparations, Breaded products, Breaded chicken, en:chickens",1065,1.9,1.2,0.9,14.7,1.6,0,2,B,42,D,https://world.openfoodfacts.org/product/3270160202461
Blanc de poulet -25 % de sel x 4 tranches,"Marque Repère, Tradilège","Meats and their products, Prepared meats, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, en:chickens",404,0.032,0.6,1.4,21,0,0,0,A,28,E,https://world.openfoodfacts.org/product/3661112059316
Tendre poulet,Fleury Michon,"Viandes et dérivés,Viandes,Poulet et dérivés,Volailles,Poulets,Blancs de poulet en tranches",456,0.9,0.5,1.8,20,0,0,2,B,24,E,https://world.openfoodfacts.org/product/3302740064555
Filet de poulet x 2,Le Gaulois,"Viandes et dérivés,Viandes,Poulet et dérivés,Volailles,Poulets,Filets de poulet,Poulet filet sans peau cru",452,0.5,0,0.13,23,0,0,-6,A,28,E,https://world.openfoodfacts.org/product/3266980891015
Cordon bleu de poulet,Maître CoQ,"viandes-et-dérivés, viandes, poulet-et-dérivés, préparations-de-viande, volailles, produits-panés, poulets, préparations-au-poulet, cordons-bleus, en:chicken-cordons-bleus",967,3.5,1.9,1.3,10,0,0,11,D,27,E,https://world.openfoodfacts.org/product/3230890014000
FILET TRANCHE DE POULET CURRY - 4 tr.,Fleury Michon,"Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Filets de poulet",578,0.7,1.8,1.8,27,0,12.94791667,2,B,35,D,https://world.openfoodfacts.org/product/3095758111013
Aiguillettes de poulet saveur citron surgelées,Picard,"Viandes et dérivés, Surgelés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet",456,0.3,0.5,0.7275,21,0.5,0.01011,-3,A,27,E,https://world.openfoodfacts.org/product/3270160202706
Sunca din piept de pui,Pikok,"Meats and their products, Meats, Chicken and its products, Poultries, Chickens, ro:Șuncă din piept de pui, en:hams",453,1.2,0.5,1.9675,19,0,0,11,D,27,E,https://world.openfoodfacts.org/product/20377960
Blanc de poulet sup dore au four 4tr 160g - france,Monique Ranou,"Meats and their products, Meats, Prepared meats, Poultries, fr:Charcuteries cuites, Poultry hams, Cooked chicken breast slices, fr:Blancs de poulet doré au four, fr:Jambon et roti de volaille superieur, en:chickens",431,0.6,1,1.8,20,0.5,0,2,B,24,E,https://world.openfoodfacts.org/product/3250390167778
Aiguillettes de poulet,"Plukon, Plukon food group, plukon maasmechelen nv","Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet",444,0.6,0.5,0,23,0,0,-6,A,34,D,https://world.openfoodfacts.org/product/5413458061403
